renderedContent,replyCount,retweetCount,likeCount,quoteCount,mentionedUserCount
tangled twt when the post show depression passes and we’re stuck with nothing to do in a couple months https://t.co/vvJjgJcXcp,0,6,29,0,0
@amiraelfaitory Ur depression,0,0,0,0,0
Due to circumstances outside of my control... like work and the gym I was not able to start my depression drinking until 2:30 but rest assured I will drink enough to hate myself by sunrise.,0,0,6,0,0
@dannylogoh depression is real. Isn't it？,1,0,0,0,1
"@KathBubbear @matthaig1 Depression lies. You're stronger than it makes you think you are, and no meter how much it feels like it, these bad patches won't last forever. It will get better before you think it will. Be patient with yourself and me kind to yourself",0,0,1,0,2
"I'm considering making an appointment to see a doctor about my general fatigue.
It's hard to tell if I'm just constantly tired because of my depression or the medication I take because of my depression/anxiety or if there's something else going on.",1,0,2,0,0
Sometimes we shouldn't let our happiness be tied to people around us..... It's the surest way to depression....🤔🤔,0,0,0,0,0
There are 2 possibilities when you act against nature - depression or insanity.,0,0,0,0,0
"@theGled @RealSamVimes @SecDetective It’s a manifestation of our current ‘obsession with who we are’. I mean, who cares who you are when a plague or a war or an economic depression or a communist take over of institutions is going on. We’re so obsessed with who we are no one noticed that a tsunami approaches. x3",0,0,0,0,3
ur crush is having sex with someone while ur struggling with depression,0,0,0,0,0
@adel_Depression 😂😂😂😂,0,0,0,0,0
"@OverREACTOR9001 @PhilosophyTube Which interest rates were at an all-time low in 1928-1929, right before the Great Depression?",0,0,0,0,1
"*Nina just vibin

Me: My turtle died from depression

Nina: https://t.co/bARn6m5i5z",0,1,4,0,0
@nyiiinaa Je sais pas si ça marche mais je pense que voyager est un bon remède contre la dépression. Ça serait intéressant de voir des stats qui met en corrélation le nb de dépressif qui voyage et qui ne voyage pas,0,0,0,0,0
"-Ça va cesser quand ?
-J en ai marre de perdre du temps 
-J'ai la dalle au quotidien j crois j suis en dépression 
Visage prends les plis du charbon 
-Charbon pour un putain de papier à la con 
- me console pas J connais la chanson 
.
.
.
.
.
#rap #citation",0,1,0,0,0
"@youngshins Because if you've been dealing with depression or other mental health issues (reason for the mood tracker) one of the things that get let go is personal hygiene. 

So tracking that helps them monitor their depression symptoms and helps them get back on track with self-care.",2,0,5,0,1
Cute filter that hides my depression https://t.co/1eugEEfvsW,0,0,5,0,0
"Qqn peut me faire un classement des meilleurs sons de l’album de Laylow svp jsuis en dépression g la flemme d’écouter mais jveux quand même l’écouter, vous comprenez le paradoxe ou pas",1,0,0,0,0
"@madbadBITCH_ 😂😂😂 cheap tu bi kh skty😐🥺 
Us waqt depression chrha hta bndy pe",1,0,0,0,0
"Up at 3:16 PDT because #Anxiety and #depression don't sleep. ""Sure, everything SEEMS good,"" they say. ""But let us explain.""",0,0,0,0,0
@GovnarAli You sef wey your team blow 3 nil lead enter depression sef you dey fi buy bundle tweet then me. 😂😂😂,1,0,0,0,1
"@na05_twt @BTS_twt HIS NAME WAS DEPRESSION( tên nó là TRẦM CẢM). Những người trầm cảm họ ko thể bộc lộ nỗi buồn, khổ tâm mà mk mắc phải, họ chỉ luôn che giấu và chịu đựng một mình, mặt khác họ lại ngầm thể hiện nó một cách kín đáo để người khác để ý đến và quan tâm+",0,1,1,0,1
@frida__os Riksrevisionen skrev att kvinnor var överrepresenterade inom sjukskrivningar för depression. Av det bygger han en spekulation om att kvinnor är mer ”negativa” och lätt blir ”oroade” av budskap som de inte gillar.,2,0,1,0,1
"@grillick @SymoneDSanders And you for got to add that passed a bias crime bill,exported more American jobs than the last depression and who’s wife called all black men the scourge, super predators",0,0,0,0,2
"me, attempting to drown my depression in binging yet another tv show: 🤡",0,0,2,0,0
"clinical depression, amirite ladies !!!",0,0,0,0,0
@philos0phe ptdrrr t’es chiant je vais faire une dépression 😭,1,0,0,0,1
"I mean yeah I’ll have, low days or things might upset me and put me in a bad mood, but they’re not the same crushingly painful depression or anxiety episodes I grew used to having to deal with.
I’m happy but also it feels foreign to feel a little more “okay” than before.",1,0,5,0,0
Your capacity is your capacity. Don't do anything outside your capacity. Don't force things to avoid depression.,0,0,0,0,0
"@mancunianmedic Huntingtons is a little more than ‘depression’, though",0,0,1,0,1
"We’re gonna end up dying of depression not corona virus 🦠...

Said smn wise",2,0,0,0,0
Ooooooo depression kickin rn hm stay awake till 10 in the morning or sleep till 6 pm hmmmm,0,0,0,0,0
บางทีพ่อแม่ไม่เข้าใจปัญหาของเด็กนะ พอเห็นว่าเป็น depression เขาจะมองว่าทำไมถึง suffer ขนาดนั้นล่ะ ไม่เห็นมีเรื่องไรเครียดเลย และบางคนมองว่าไร้สาระ ไม่ได้สำคัญอะไรและมองมันเป็นเรื่องเรียกร้องความสนใจ ทั้งๆที่ไม่ว่าใครก็มีเรื่องเครียดได้ ขนาดเด็ก3ขวบ ทำของเล่นพังยังร้องไห้ได้เลย,0,1,0,0,0
"@OlympusUK Swan protecting its territory at NT Stowe during my weekly Photographer Lead - Photography Walks for a Wellbeing group, using photography to help with their low mood, anxiety, depression and limited exercise each Thursday !  @NTStowe @WelshScrumHalf https://t.co/rcpT4Ngwl8",0,1,3,0,3
It’s March which means our #mentalhealthiswealth collection will be releasing soon and like we said until it’s released We’ll be bringing more light to mental health issues such as anxiety &amp; depression . #2020Vision #KnowledgeIsPower,1,0,1,1,0
"Så jag tänker att en depression kan bero på en mängd olika saker, vilket man kan notera om man läser det jag har skrivit ickeslarvigt. En orsak kan vara att ett flertal jobbiga saker händer. Förstärkande kan vara att det medför ytterligare konsekvenser. &lt;",1,0,1,0,0
same goes with depression but i think that’s all in my head but with add i am like 99% sure i have it,0,0,0,0,0
"@Nikilicious78 @ydrh1 @troubleshade Just an FYI,  in one article I read Harry supposedly said Meghan saved him. He was floundering before with depression etc. Now look at his face when he is with her and Archie.  He is so in love as is she. It is so obvious. He often mentions he is doing all this for ""his family"".",0,0,9,0,3
"kids: *tells about depression*

brown parents: https://t.co/SdEZD3bUum",0,1,6,0,0
Depression is not a thing that could take for granted,0,4,1,0,0
"stopped going to bed late because I thought it was making me tired and depressed, turns out I just have depression??",0,0,3,0,0
"@2007_depression Я уже заебалась сама писать, пусть сами пишут. Или меня просто никто не любит",1,0,1,0,1
"@DrEvgenyLegedin Reaction is etiologically strong and excludes p.e. depression by pancreatic cc,  halucinations by narcolepsy or Lewy bodies, pánic attack by thyroiditis,  ... Would you use autism reaction, circadian rhythm sleep reaction, bipolar reaction, ... ??",0,0,1,0,1
"@hsnahyri i'm one of pesakit depression, what i've learnt is, we have to continue living since life isn't over yet. one loss, wont make u loss everything in this world. suicide isn't a solution at all. we all should take things positively",0,0,0,0,1
@salmaayyyy_ My depression comes from thinking you might judge me if i ask to pertake in sexual relations..idk,1,0,0,0,1
"@bbcbigquestions Too much focus on outliers - rich, powerful etc. But men have lower life expectancy , higher suicide, more depression etc. Why do we need to cast everything as a gender war.",0,0,0,0,1
@Lohan_RS7 j'étais archi ps en dépression,1,0,0,0,1
"I won’t lie. I was going the through the nastiest depression of my life. Thanks to my prima, and all my friends last night. I found myself again. Plus Brenda and Mariana ❤️ i love you guys to death ❤️ even the ones I ain’t close to, just seeing you made an impact. Plus an ex 💀",1,0,3,0,0
@OliveHelaine u learn this through depression,0,0,1,0,1
@ElayyanTasneem لما يكون من ال S/E لل benzos إنها بتعمل depression متلًا 🤦‍♀️,1,0,1,0,1
"When looking the devil in the face it only takes but a second to back down. Depression is as real as you and I. The hardest part about was when I started feeling bad for myself. I want to let any of you know that you’re not alone on this road because wherever life takes you,",1,0,1,0,0
"biasanya orang yang ada depression ni, they won't show to people. that's why most people who commit suicide ni orang yang kuat pendam, yang kau tidak pernah dengar dia ada depression, only some problem yang people think not so important and then tiba² booom. commit suicide :(",0,5,17,0,0
@blvssoms @lil_noey_ don't be sorry grandma depression tweets are overrated,0,0,1,0,2
The way my thesis has given me enough depression to not even walk out of bed ... Eye-,2,0,2,0,0
"@DRULOV3 Ongea hivyo tu nkiona. Choose depression for who, I feel compelled to correct your statement also but wacha tu",0,0,0,1,1
"Sending prayers to those people who are suffering from depression, anxiety, mental illness, mental breakdown, and stress.
May Allahج heal your broken heart.
Ameen ❤",0,1,0,0,0
"@aspiringinvntor holy shit, it figures. like most who have trouble with chronic pain...it's all in ur head, maybe depression....only 'cause they don't see it....
finally happening for u but wish they could of done more testing's for u, also due to province governments changes",0,0,0,0,1
People with dementia or alzheimers always dealt with depression and isolation in the past. This occur due to lack of communication (socialization) and from people leaving.,0,0,0,0,0
@justnorenmin post concert depression,0,0,0,0,0
"คิดตลอดว่าจะตายยังไงดีถึงจะไม่ทรมาน
แต่ตายยังไงก็ไม่ทรมานเหมือนมีชีวิตบนโลกแสนเหี้ยนี้อีกแล้ว เหมือนตายทั้งเป็น

#depression #โรคซึมเศร้า #ซึมเศร้า",0,5,9,0,0
"@TheForeverAlpha Did a bodybuilding comp once the ""traditional"" way eating six meals a day. Stayed hungry and depressed the whole time but got down to 3% body fat with a big rebound after. Then I did IM + Keto and ""accidentally"" got under 3% without hunger, depression, or even meaning to.",0,0,2,0,1
"@OsasDapheel @MrEshio @GodwinTom @BolzTheVibe Bro, then they were majorly hooked on Crack, Cocaine, Meth, Opium etc.... hence it leads to depression, OD and their death.",2,0,0,0,4
"@winstano Your tiredness increases anxiety. Your anxiety increases depression. Your depression makes you feel 🌪🌪🌪 

Maybe switching off from technology would help. Home+work+ngb+gaming+social media… your life is every waking hour centred around it. We need to go out &amp; get VitD!",1,0,5,0,1
depression really be hitting at the most inconvenient of times. you really can’t come around when i have time to lie around? nah you have to come when i have exams,0,0,1,0,0
"@sn_love_78 It was the perfect reaction 😂😂
He's in a depression 😭😭😂😂",1,0,1,0,1
"@nordkurvenliebe Wer den Selbstmord von Enke dazu instrumentalisiert, um das eigene Argument zu stärken ist entweder dumm oder skrupelos. Depression ist eine ernste Krankheit, die viel tiefere Ursachen hat. Mit diesen Enke-Vergleichen relativiert man die Ernsthaftigkeit von Depression.",1,1,16,1,1
"@halsey Hey, I'm bipolar too.  I stopped performing and putting pressure on myself with my artwork, due to my mania and depression swings, and also the psychosis I get.  I deeply admire what you've done with 'Manic' and I will accept if you need to chill out in future.  Cos I do.",0,0,0,0,1
"Some of last night's depression carried over to today.

I'm tired.",0,0,1,0,0
@shazwanyyy I ada major depression disorder &amp; schizoprehnia baru nak elok je luka nie .,0,0,0,0,1
"@FreckledLiberty In theory, it can happen after a big euphoria, when you discover some new opportunities or laughing for long time. After you stop, your brain can kick back and give you short depression for hours or untill you fall asleep..",0,0,0,0,1
jui pas en dépression j’ai juste besoin d’un massage et cent mille euros,0,7,4,1,0
"@suzypuss I think it might help mild to moderate depression/anxiety, but not severe.  There's a book called The Novel Cure, which suggests a novel that might help if you're feeling a, b, and c.",0,0,1,0,1
"Wanna know a result of having diagnosed depression, diagnosed PTSD, and just blanking as a result?

Typing ""Google"" in the Google Seach Bar.",4,0,7,0,0
Jim Chano's analysis of the property crisis in China began in 2005. Chanos has called for the property short and realized that the Chinese market is in a depressionary state. The CCP inflationary bubble has distorted the real economic depression in China.,0,0,0,0,0
Depuis que je follow des pages de voyages jsuis encore + en dépression,0,0,0,0,0
@jessxcvii don’t know you but I just want to tell you that I’ve felt that way before and you’re not alone.. I hope you feel better about the state you’re in and the depression dwindles away,0,0,0,0,1
"@anissafyah nak tanya, you ada depression ni,self diagnosed ke apa? i ada depression and keluar masuk hospital. cakap jangan self harm macam senang but for us its more like addicting.",0,0,0,0,1
@ferdunno @nshitty_shitts @monosuniverse @jenomayhaps @ggukmez @UGH_Mayakosmos OP was wrong for mentioning depression but why do you have to retaliate like this all the time? We call people who pull stuff like op did out and you’ve seen one person do it so you’re gonna attack the group??? And for what,0,0,0,0,4
depression really fucking my life up rn,0,0,0,0,0
"“There are only 12 notes between any octave, and then the octave repeats. All any artist can offer this world is how they see those 12 notes. That's it.""
Depression is a very real thing. It’s something I’ve dealt with in my own life.",1,0,1,0,0
"women completely need to take into consideration mens feelings alot more but same goes vice versa. there are shitty women ans shitty men. Male depression needs to be taken alot more seriously, but shitty women ignoring mens feelings arent the always the problem with this",1,0,0,0,0
"Considered seeing a therapist but they've legit never helped me. They've actually made things like my depression &amp; anxiety worse. So I'm kind of left to just drown in my own feelings, by myself, and there's not a whole lot I can do about it. I need some sleep. fml",1,0,0,0,0
"@high_man65 Komm später mit Sauna, Depression rausschwitzen Nohomo 😂",0,0,2,0,1
The depression is coming in HOT,0,0,0,0,0
@miajscott Anxiety sucks. I’ve isolated myself quite a bit over the last few months due to anxiety and depression. Keep fighting. 👊🏻👊🏻👊🏻,0,0,1,0,1
"Longtemps pour nommer cette relation ""toxique"", encore plus pour ""abusive"". Pour comprendre que, avec ma dépression et la perte de désir qui est venue avec, je n'étais pas responsable de n'avoir pas su dire plus clairement les ""non"" qu'il n'était pas prêt à entendre.",1,0,0,0,0
Laskeat cured my depression,0,0,0,0,0
"@tarrle_ @So6ety Ah ouais, selon tous tes sondages tu es très masculiniste voire patriarcale et tu es en dépression, les féministes pourraient dire que les deux sont liées",0,0,0,0,2
"Leading causes of suicide in Kenya include: Failure in examinations, strained relationships, hard economic times, Social media bullying, depression and loneliness #NewsGrill
https://t.co/RdnKu1DqqL",0,1,8,0,0
@running_shadows I feel your pain. Suffered with them for years. Prozac helped. I don't know if there is a correlation between depression and migraines or if it was my particular chemistry. I wish I could offer solid advice.,0,0,0,0,1
Welcome to March pals it's time for seasonal depression,1,0,3,0,0
All girls give me is boners and depression,0,0,0,1,0
"โลกแค่คัดคนอ่อนแอออกเอง แล้วผมเป็นส่วนนึงในนั้น._.

#depression #โรคซึมเศร้า #ซึมเศร้า",0,1,5,0,0
"leading to these diseases are connected to substance abuse. 
Tobacco smoking leads to lung cancer, alcoholism leads to liver disease, opoid use leads to mental health issues such as mental confusion and depression. To reduce the rate of NCDs in our societies,",0,0,0,0,0
been absent from school for a week now. when will this episode end? depression drains your energy like the fuck is wrong with me,1,0,0,0,0
"I've seen how people bounce back from depression
My advice is please keep your head up high
That shit will pass and you'll be fine",0,0,0,0,0
4 • Depression,1,0,0,0,0
@monosuniverse @TAEILWAIST but y'all bully groups so severely that could lead to depression but let's not start on that,0,0,1,0,1
"despite the pain, I've been in a good mood? I cried on Tuesday night and couldn't sleep well because of the pain and it's maybe weird that I'm thinking about it but I'm really happy it's just physical pain and not depression",1,0,1,0,0
good morning post-who depression is already kicking my nutt,0,1,13,0,0
I've seen what depression does to people,0,0,0,0,0
"One day these long nights will be worth it. All the stress , depression, and sleepless nights will all lead to my success💓I will forever chase my goals and I won’t stop until I get there📚👩🏽‍⚕️",0,1,3,0,0
@vvvvvyn Sooner or later we have to overcome depression. It takes time.,0,0,0,0,1
Oh you are sad? Why didn't your parents get you the depression vaccine when you were young,1,0,3,0,0
"@CBCNL If one suffers fr severe depression, as I did then, there is really nowhere truly therapeutic in the prov such as a modern health facility like the private Homewood Health in Guelph. I went there too, in 2010, and it was life-saving. It was a stark contrast to the 1855 Waterford.",1,0,0,0,1
People really be battling depression and suicidal thought daily and some people would never know.,0,1,2,0,0
"Ja, kann sein - man merkt aber, dass man ""Schuldbewusstsein"" auslösen kann, wenn man SCHULD VOR AUGEN hält! Das ist Psychologie - vielfach werden Menschen UNSCHULDIG beschuldigt und reagieren auch so! Mit DEPRESSION und Rückzug! DANKE! Super Video! Hollywoodreif!",0,1,1,0,0
"Welp.

Now I'm pissed with my depression

Great",0,0,0,0,0
Make me laugh it’s always the boys talking about male depression are the same ones who are immature &amp; take the piss out of the smallest things? 🤷🏼‍♀️,1,2,10,0,0
"genuinely terrified to start T bc i don’t know if i can survive how bad my depression was the first time i went through puberty, AGAIN?? i honestly don’t think i’m strong enough for that shit so uh i better find a good antidepressant somehow 😬😬",0,0,1,0,0
"“Whenever I have a good few months and I think I’ve gotten over the worst on my depression, it silently returns. This isn’t a battle I asked to fight. I’m tired of knowing it’s always coming back.”",1,0,0,0,0
"@izzlax 2218703793 
Zenith bank

#gobe

Lax the only artiste wei Dy gimme good loving songs vibe

Bless ya boy from this blisful morning 🙏🙏🙏🙏🙏🙏
This my account they coz depression!!! https://t.co/OyLUkT29QZ",0,0,0,0,1
@RanaAyyub @aamir_khan Mam aap logo ko kya kam galiya ya depression hota hai sach ke liye khade hone per?? Agar koi star bolega to uske ghar per patthar gir sakte hain movie boycott ho sakti hai,0,0,0,0,2
"B/c thoughts are a huge generator of negative feelings (anxiety, depression, etc), by stopping thoughts, you stop the cycle of creating further pain. Shed the light of consciousness on feelings, w/out judgement and interpretation, i.e. flaming them with thoughts. #ThePowerofNow",1,0,1,0,0
"@lucar_mila @DeviantVyal @IdontThinkSo26 Il mérite un Oscar car il a du talent, je m'en branle qu'il ait violé des filles y'a 35 ans, si elles sont en dépression fallait le dire avant, jpense que 30 ans pour le dire c'est assez (puisqu'il y a circonstances aggravantes). Si elles l'ont pas dit c'est leur problème",1,0,0,0,3
"I fucking hate having depression, it literally sucks the life out of you 😖😤",0,0,0,0,0
@Adorakrem @GrogsGamut @mallottk There'd be a big difference between someone born just as the war was starting vs people born a decade or so earlier who went through the depression.,1,0,1,0,3
"puta, ang bobo lang talaga na akala ng iba kaartehan lang ang depression.",0,0,0,0,0
counteract【逆らう、中和する；to do sth to reduce or prevent the bad effects on sth】…counteract the effects of the depression,0,0,3,0,0
Depression in a gif https://t.co/uYEnI5aUad,4,0,17,1,0
@PainPtFightBack Losing 25 lb when you are starting at a healthy weight is not healthy. Losing your appetite because your pain is not controlled isn’t healthy either and it’s well established that uncontrolled pain leads to depression and suicide Also not healthy.,3,0,11,0,1
"@NoEyeContact @aleycat62 @KamVTV @IlhanMN It’s a good thing we have no way to put these dates into context within American society to better understand how/why income inequality heighten or lowered. 
Like, say, income inequality is now at levels only seen immediately prior to the Great Depression.
To, I dunno, prevent it https://t.co/AEHAySnvQX",1,0,0,0,4
"How can willing family&amp;friends help us when we're #depressed?Asking is hard.We could say""I feel in a dark pit,is there anything you can say or do which might lift my spirits?""They may come up with ideas you had not thought of.Others can support us in surprising ways.#depression",0,0,0,0,0
The Son is one of the best plays i’ve ever watched - pls go catch it!!! it captures the essence of depression and the daily struggles that come with it really well 🥺,0,0,3,0,0
Screw it... I never post on here anyways so have the short poem(???) I wrote after my 2 hour depression walk. https://t.co/kw7mVc6oAk,1,0,0,0,0
Les charo ils ont un mur Twitter on dirrais celui d’une femme en dépression amoureuse,0,2,2,1,0
Je suis en dépression depuis qu’une fille m’a recalé à cause de mes cheuveux bruns 😿😿,0,0,0,0,0
"@ryanmeaney12 don’t know abt you but I don’t just have pcd, this is a grown ass post TOUR depression and I’m not digging it",0,0,1,0,1
"ambilis nung pangyayari kay finch, nakakagulat biglang ganon,,,, pero true to life naman, that's how depression (or whatever it was) moves.",0,0,0,0,0
"J'avais 16 ans, c'était soit disant l'ami de mes parents.
- la peur
- la honte
- la dépression 
- l'anxiété et j'en passe #JeSuisVictime",2,1,8,0,0
Ex ade depression and now me. Ingat corona ke nak jangkit2 ni. Palataoo,0,0,3,0,0
clinical depression,0,0,0,0,0
Trying to decide comic con and possible corona or my house and possible depression?,0,0,0,0,0
can't wait for college guys omg where there might be a possibility for my depression and insecurities to grow even deeper omfggg where there might be a chance I'll be even more miserable shet so excited 🤡🤡🤡🤡🤡🤡,1,0,0,0,0
La dépression là sérieux,0,1,3,0,0
@ohlookscrewyou i have decreases your depression larry and we hardly talk. imagine if you lived with me. you’d be the happiest mf itw,1,0,0,0,1
"@kristaforwalkin @veronicavatter @OhMyGodExposeU @TeaSpillYT The scientific studies you're referring to included abuse which is linked to aggression, anxiety, and depression. A spanking, not a beating, has not been proven to be harmful.",0,0,0,0,4
"@babydoll_djh I've been on antidepressants for GAD and depression for a couple of years now and they help me so much! I had some side affects at first: last of appetite, really tired, nausea but they settled down after a few weeks and now I feel great :) x",1,0,1,0,1
This new form of depression won't let me sleep https://t.co/BJ0mgsHq6K,0,0,1,0,0
@John_Beckham14 he was elected 4 times because America was in the crises of WW2 and the Depression.. #TrumpFascism is the opposite of what FDR symbolized for Americans at that time in history.,0,0,0,0,1
@TraceyT80651091 Oh I'm sorry. Because we have anxiety and depression in the family I immediately think that's what it is with everyone else. You take good care of yourself and rest whenever you need to xxx,1,0,1,0,1
@shanedawson @Whitneycatalano I have huge weight issues and being a single mum it makes it harder to deal with cause it’s hard to find love when u have kids and then add my weight makes the depression worse on some days,0,0,1,0,2
@depress56858578 @ChileDerecho1 @sincome54289049 lo q ud diga depression o mr bot,0,0,0,0,2
"@AmberMeredith14 Yes, it is. I also have depression and anxiety, can understand it",0,0,1,0,1
"@MikeyCookie_ I don't think it's just money though, weather has a part to play. Weather can effect you mentally, not saying it'll give you depression but when its pissing down you're not really jumping for joy to go out",1,0,3,0,0
"day 49 report:
thoughts of self harm: 0
depression episodes: 1
therapy practices: 1
times helped friends: 1
overall: fair
rekindled a friendship today, unrelated to current situation but its still cool.",0,0,2,0,0
"Its been the quickest correction in the S&amp;P since the Great Depression of 1933

Global growth maybe slowing but current economics do not compare to the the worst economic downturn in the history of the industrialized world

Want to exit? Sell on the bounce, its big &amp; it's coming https://t.co/2FGBjS8SjE",3,2,13,0,0
"@exoes_ Same mdmddmdmr grosse dépression ça va encore faire le sac et les dev ce soir a 23h et encore 23h si j'ai pas la flemme
Pour l'instant je préfère jouer avec mon lightstick c'est plus intéressant je trouve",1,0,0,0,0
I'll never forget how the depression and loneliness felt good and bad at the same time.,0,0,1,0,0
"naramdaman ko na lahat ngayong araw
aHA saya, kileg, lungkot, sakit, pagod ,hyper, depression presence of da lord, init, lameg, maubusan ng pera, mangutang, tumanaw ng utang na loob HAHAHA

kulang na lang mamatay na ako
per i wouldn't want dat",0,0,3,0,0
@TAEILWAIST What if we make fun of your faves depression?? How would you feel?? This is fcking terrible. Y'all so weird.  Your fandom say shit like that.,0,0,0,0,0
"@DavidHenigUK and 4) every government 'Buy British' campaign, has been an utter disaster. It tends to be a sign of a government in trouble e.g. 1931 as a result of the Great depression, 1968 following the forced devaluation of the pound, during the 3 day week, 1980s recession.",1,0,15,0,1
"@MoanerLeaser Ooooh okay. Sorry if I came across as rude. I see now that could have been misconstrued. I haven't read it yet, but the book It's kind of a funny story is apparently great and can remind people that depression isn't the end. It's on my reading list. Maybe suggest that?",1,0,1,0,1
Depression makes zero sense. Sometimes he descubierto el estar,0,0,0,0,0
@Spookytheology I thought I’d be happily married with at least one kid. My choice in men and depression deterred that.,0,0,0,0,1
@bangtatz la vérité big dépression si c’est vraiment annulé 🥺,0,0,0,0,1
Pero si le ponen la cancion 🥴le da una depression tonta,0,0,0,0,0
@hanty_naa @shattawalegh Yeah bro... depression all over his tweets,1,0,0,0,2
"@RichardMunang Said all truth, the mind can make life a dream or nightmare, we can control it, thus overcoming all discouragement and depression.",0,1,2,0,1
"#monpostpartum c'est quand l'infirmière qui vient 3 semaines après ton accouchement te faire une prise de sang après ton hémorragie, te dit ""profitez de ces moments, c'est magique ça passe tellement vite"", alors que tu es en totale dépression. Tu crois alors être plus qu'anormale",3,1,9,0,0
@StoniePDmcfc Im in intensive counselling  for my depression. City captains holding aloft trophies is unbearable for me. If we win today it'll be The Samaritans. I long for the days of David Pleet running onto the pitch  like a madman. Stay strong blues. I know it's tough.,0,0,0,0,1
And as i recover from the flu depression throws a punch,0,0,0,0,0
"Si j'étais famous j'aurais pu avoir une Switch gratuite via des partenariats, mais je suis absolument personne et j'ai aucun sous dédié à l'achat de cette merveille, mon anniversaire est bcp trop loin, je pars dans une dépression intense (lol)",0,0,3,0,0
"@ScottyTidwell I can only honestly fit so much of this in a tweet.
Without being too personal, at the start of this year, inspired by a romantic pursuit I hit the gym: have lost over 35 lbs, and feeling finally like I am overcoming the mountain of my personal depression.
This tweet is too real.",0,0,2,0,1
"@LutonEye @BTSportBoxing If he doesn’t win SPOTY they may as well give up. The bloke is not only top of his game, he’s battled depression and has a super huge personality. Deserves all the accolades going.",1,0,4,0,2
Ça va encore bien venter aujourd'hui avec cette dépression secondaire et des orages possiblement forts à son passage...,1,0,3,0,0
Pay attention to your mental health people. Depression is real,0,0,0,0,0
"@sleevedraw I'm taking antidepressants too OwO

Depression squad 🙏💪😤

I'm way better off now though after sgt and meds. 😊",0,0,2,0,1
Instead of letting the economy flush itself in 2008 the government swapped the economic recovery that was meant for millennials to enjoy and gave it to boomers. Millennials will now have to suffer what was intended for the boomers. Nasty long Depression and reset to come?!,1,0,2,0,0
"@Guiowldu34 Moi je crois que si tu l'enlèves , je pars en dépression directe ! 😂",0,0,0,0,1
"Dolphin_Project: Rescued Dewa shows that captive dolphins can, and do, suffer from severe depression. His appetite has increased but he continues to require intensive care by our veterinary team.
Read more and help Dewa's new life: … https://t.co/xmoup4Y1RV",0,1,1,0,0
go commit depression,0,0,0,0,0
"*me trying to be happy*
Tension &amp; depression https://t.co/qFf7H7n5E6",0,0,0,0,0
I might have depression.,0,0,0,0,0
"Para sa mga taong kakilala ko lalo na't nilalabanan ang depression, You’re not alone. I may not understand exactly how you feel, but you’re not alone. Asking for help is a sign of strength, not weakness. You can send me message anytime, willing makinig sa mga problema nyo. https://t.co/AYPSDfqSaQ",0,0,3,0,0
depression,0,0,0,0,0
"@bsindia DOOM, DEATH AND DEPRESSION- when an illiterate thug is PM",0,0,0,0,1
ce soir jv tomber en dépression jss giga pas prête mentalement,1,0,0,0,0
@soulzoul I pun sama tapi nanti orang kata bully pulak.. Depression is real.. 😂,1,0,1,0,1
feeling myself slip into depression right before my already planned bday trip https://t.co/hXXTHkqxsB,0,0,1,0,0
"Currently high af listening to “Cranes in the Sky” and realizing she’s listing all the ways I’ve tried to run away from my depression...

I— https://t.co/am4gYuXpaO",0,0,3,0,0
@dazaic1dal girl with depression is more mature than her thu,0,0,0,0,0
"Looking back on all my years of depression and seeing how my coping habits changed is so crazy, I really am so happy to be alive no matter how draining life is",0,1,0,0,0
@AnalysteI @bella_magalie @Aphrodiska @ombart pauvre gosse  avoir un demeuré  de père comme  toi ... encore un qui va sombrer dans la dépression,0,0,1,0,3
Regretted coming to church today.the priest really dont have knowledge abt depression. Calling suicide victims fools. Being religious doesnt really make u holy..,0,0,0,0,0
look at that! depression!,0,0,0,0,0
@mybpdrecovery My mum calls it my vampire mode. I hide in bedroom all day with curtains closed I didn’t leave house for weeks. I got so bad my body was severely deficient in vitamin D (adding to depression) I had to take 40000 units for 5 weeks then now maintenance dose of 850units daily 💊,0,0,0,0,1
@Oneedan_ Seasonal depression is a real thing.,1,0,0,0,1
"@JajaPhD But how do they know if it’s depression if they’ve not spoken to a professional yet? Depression is a clinical condition, no? 

If a man is feeling down and feels a need to talk to his woman about it, my bet is that it’s not even depression yet.",0,1,1,1,1
That lovely Time Has Come Around Again. Time to get started on building the depression fort in my room. https://t.co/NEQxHXuFyA,0,0,1,0,0
Cue the Sunday depression,0,0,4,0,0
"U can‘t escape from Depression 
But u can avoid it :)
#thesachinravan😈 https://t.co/VgINsNInj0",0,0,0,0,0
@Tymek1996 Depression = cured,1,0,0,0,1
"I’m scrolling through my timeline... and I’m seeing a lot of ""Male Depression"" thoughts. You men are going through a lot lately huh?☹️☹️",1,0,0,1,0
C le dernier jour d vacances g l'impression c le dernier jour de ma vie tellement je suis en dépression,0,2,6,0,0
It don’t... I just come back with a little more depression and a little less self confidence 🤷🏻‍♀️,0,0,0,0,0
"I just did my ""financial plan"" and omg. 
""I need this because of reasons...""

Depression and Anxiety costs a fortune to appease.😭 https://t.co/gDZFSHWLSP",0,0,18,0,0
fake fucking depression mo fucking mukha mo estuped fucking maderpaker,1,0,1,0,0
"wanna have mutuals but im busy and my depression acts up sometimes and i unintentionally make depressing tweets which nobody want that shit, thus i softblocked everyone. but having mutuals is fun...",1,0,0,0,0
Late night depression type beat,0,0,0,0,0
@317mita 😢 I have ocd and depression and whatnot,0,0,0,0,1
